date,open,high,low,close,volume,average,barCount
2021-04-01,0.06037075,0.06751428,0.05670374,0.05670374,1.0,0.0675142819557462,0
2021-04-05,0.05948178,0.06495849,0.0588468,0.05918017,1.0,0.0649584861892578,0
2021-04-06,0.05440194,0.06465687,0.0531796,0.05833882,1.0,0.0646568705397965,0
2021-04-07,0.06254556,0.06254556,0.04995708,0.0508143,1.0,0.0625455609935669,0
2021-04-08,0.04990945,0.05397333,0.04536934,0.05122704,1.0,0.0539733267457176,0
2021-04-09,0.05124291,0.05587827,0.05051268,0.05316373,1.0,0.0558782676896842,0
2021-04-12,0.05286211,0.05516391,0.05043331,0.05227475,1.0,0.0551639148356967,0
2021-04-13,0.05049681,0.05444956,0.04603607,0.05257637,1.0,0.0544495619817093,0
2021-04-14,0.05141753,0.05344947,0.04981421,0.05263987,1.0,0.0534494679861269,0
2021-04-15,0.05357646,0.05357646,0.04819501,0.04840137,1.0,0.053576464049058,0
2021-04-16,0.04924272,0.05332247,0.04644881,0.04946497,1.0,0.0533224719231958,0
2021-04-19,0.04938559,0.05621163,0.04938559,0.05614813,1.0,0.0562116323548783,0
2021-04-20,0.05643388,0.06205345,0.05541791,0.06089461,1.0,0.0620534512497089,0
2021-04-21,0.06151372,0.06151372,0.05533853,0.05679899,1.0,0.0615137179822517,0
2021-04-22,0.05787846,0.05927541,0.05262399,0.05927541,1.0,0.0592754123730911,0
2021-04-23,0.05918017,0.05918017,0.04936972,0.04952846,1.0,0.0591801653258928,0
2021-04-26,0.05129053,0.05562428,0.05129053,0.05421144,1.0,0.055624275563822,0
2021-04-27,0.05448131,0.05937066,0.05333835,0.05930716,1.0,0.0593706594202894,0
2021-04-28,0.05960878,0.06197408,0.05279861,0.05379871,1.0,0.061974078710377,0
2021-04-29,0.05456068,0.05783083,0.05284624,0.0547353,1.0,0.0578308321572498,0
2021-04-30,0.05430669,0.05892617,0.05430669,0.056545,1.0,0.0589261732000306,0
2021-05-03,0.05252875,0.05937066,0.05181439,0.05181439,1.0,0.0593706594202894,0
2021-05-04,0.05298911,0.060466,0.05298911,0.05744984,1.0,0.0604660004630702,0
2021-05-05,0.05073493,0.06362503,0.05073493,0.05589414,1.0,0.0636250275284813,0
2021-05-06,0.0637044,0.0637044,0.04616307,0.0531796,1.0,0.0637044000678132,0
2021-05-07,0.05389395,0.05541791,0.04640119,0.04640119,1.0,0.0554179069615589,0
2021-05-10,0.04646468,0.05252875,0.04586145,0.05079843,1.0,0.0525287465298764,0
2021-05-11,0.05271924,0.06367265,0.05271924,0.0604025,1.0,0.0636726510520804,0
2021-05-12,0.05946591,0.06995896,0.05683074,0.06799052,1.0,0.0699589561671699,0
2021-05-13,0.07194327,0.07194327,0.06024376,0.06616495,1.0,0.0719432696504683,0
2021-05-14,0.06845088,0.06845088,0.05502104,0.05578302,1.0,0.0684508779198631,0
2021-05-17,0.05717998,0.0660062,0.05717998,0.05948178,1.0,0.0660062037084394,0
2021-05-18,0.05800545,0.06337104,0.0549258,0.05862456,1.0,0.0633710354026191,0
2021-05-19,0.06584746,0.07307036,0.06232332,0.06670468,1.0,0.0730703597089819,0
2021-05-20,0.06886362,0.06886362,0.05814832,0.06011676,1.0,0.0688636151243892,0
2021-05-21,0.06032313,0.06032313,0.05300498,0.05456068,1.0,0.0603231298922727,0
2021-05-24,0.05538616,0.05538616,0.04959196,0.05129053,1.0,0.0553861579458261,0
2021-05-25,0.05186202,0.05351297,0.04860774,0.04986183,1.0,0.0535129660175924,0
2021-05-26,0.04946497,0.05275099,0.04679805,0.04860774,1.0,0.0527509896400058,0
2021-05-27,0.04700442,0.05092542,0.04362315,0.04655993,1.0,0.0509254212353712,0
2021-05-28,0.04643294,0.04649643,0.0387973,0.0452741,1.0,0.0464964335406491,0
2021-06-01,0.0452741,0.0541797,0.0452741,0.04798864,1.0,0.0541796953479807,0
2021-06-02,0.04786164,0.04786164,0.04325803,0.04524235,1.0,0.0478616412171584,0
2021-06-03,0.04124197,0.05543378,0.04124197,0.05379871,1.0,0.0554337814694253,0
2021-06-04,0.06291067,0.06291067,0.04157534,0.04341678,1.0,0.0629106746744938,0
2021-06-07,0.04376602,0.04690917,0.04363902,0.04363902,1.0,0.0469091707451752,0
2021-06-08,0.04348028,0.04592495,0.04155946,0.04300404,1.0,0.0459249512574592,0
2021-06-09,0.04381364,0.04454387,0.04189283,0.04306754,1.0,0.0445438690730834,0
2021-06-10,0.04428988,0.04592495,0.03973389,0.04040062,1.0,0.0459249512574592,0
2021-06-11,0.03989264,0.04438512,0.03938465,0.04060699,1.0,0.0443851239944196,0
2021-06-14,0.04303579,0.0621487,0.04303579,0.05376696,1.0,0.0621486982969072,0
2021-06-15,0.05503692,0.05786258,0.05103654,0.05200489,1.0,0.0578625811729826,0
2021-06-16,0.05189377,0.05640213,0.04921097,0.05041744,1.0,0.0564021264492749,0
2021-06-17,0.05056031,0.05056031,0.04313104,0.04698854,1.0,0.0505603075544443,0
2021-06-18,0.04722666,0.0556084,0.04722666,0.05551315,1.0,0.0556084010559556,0
2021-06-21,0.05665612,0.05744984,0.04859187,0.04879824,1.0,0.0574498439684565,0
2021-06-22,0.04814738,0.05084605,0.04308341,0.04422638,1.0,0.0508460486960393,0
2021-06-23,0.04378189,0.04784577,0.04048,0.04048,1.0,0.0478457667092921,0
2021-06-24,0.04262305,0.04306754,0.03773371,0.04030538,1.0,0.0430675398415094,0
2021-06-25,0.04021013,0.04557571,0.03789245,0.03816232,1.0,0.0455757120843986,0
2021-06-28,0.04046412,0.04740128,0.04046412,0.04105148,1.0,0.0474012804890332,0
2021-06-29,0.04098798,0.04244843,0.03784483,0.04217857,1.0,0.0424484340347203,0
2021-06-30,0.0410356,0.04481374,0.03986089,0.04125785,1.0,0.044813735706812,0
2021-07-01,0.03646374,0.04100385,0.03646374,0.03897192,1.0,0.041003853818879,0
2021-07-02,0.03870205,0.03870205,0.03590814,0.03746384,1.0,0.0387020501782528,0
2021-07-06,0.03384445,0.04740128,0.03384445,0.04454387,1.0,0.0474012804890332,0
2021-07-07,0.05089367,0.05089367,0.03832106,0.03851156,1.0,0.0508936722196385,0
2021-07-08,0.03811469,0.0516874,0.03811469,0.05032219,1.0,0.0516873976129578,0
2021-07-09,0.0490681,0.0490681,0.04101973,0.04287705,1.0,0.0490681038150039,0
2021-07-12,0.04286117,0.0467028,0.03994026,0.04057524,1.0,0.0467028021429122,0
2021-07-13,0.0417817,0.04630594,0.040226,0.04522647,1.0,0.0463059394462525,0
2021-07-14,0.04762352,0.04762352,0.04252781,0.04395651,1.0,0.0476235235991626,0
2021-07-15,0.0434009,0.04841725,0.04262305,0.04402001,1.0,0.048417248992482,0
2021-07-16,0.04392476,0.04802039,0.04071811,0.04651231,1.0,0.0480203862958223,0
