date,open,high,low,close,volume,average,barCount
2021-04-01,0.12651983,0.12651983,0.11342336,0.11380435,1.0,0.1265198276951087,0
2021-04-05,0.12459901,0.12459901,0.11213752,0.11442345,1.0,0.1245990122432758,0
2021-04-06,0.1184397,0.12580547,0.11655064,0.11818571,1.0,0.1258054748411213,0
2021-04-07,0.12061451,0.12061451,0.11394722,0.11564579,1.0,0.1206145107688126,0
2021-04-08,0.11716974,0.11716974,0.11189941,0.11396309,1.0,0.1171697425618065,0
2021-04-09,0.11880482,0.11880482,0.11067707,0.11308999,1.0,0.1188048168720444,0
2021-04-12,0.11578866,0.13358398,0.11561404,0.11731261,1.0,0.1335839836956512,0
2021-04-13,0.12732943,0.12732943,0.11378847,0.11378847,1.0,0.1273294275962945,0
2021-04-14,0.11455045,0.11497906,0.10948648,0.11345511,1.0,0.114979060476245,0
2021-04-15,0.11280425,0.11340748,0.10881975,0.11032783,1.0,0.1134074841974726,0
2021-04-16,0.11266138,0.11266138,0.10705768,0.10761329,1.0,0.1126613823277524,0
2021-04-19,0.10859751,0.11845558,0.10408915,0.11643952,1.0,0.1184555776989839,0
2021-04-20,0.11780472,0.13609216,0.11780472,0.13201241,1.0,0.1360921559385404,0
2021-04-21,0.13228227,0.13545718,0.12159873,0.12244008,1.0,0.1354571756238849,0
2021-04-22,0.12299569,0.12825015,0.11715387,0.12620234,1.0,0.128250149052545,0
2021-04-23,0.12878988,0.12878988,0.11435995,0.11642364,1.0,0.1287898823200021,0
2021-04-26,0.11929693,0.12148761,0.11632839,0.11880482,1.0,0.1214876087014639,0
2021-04-27,0.11759835,0.12239246,0.11480444,0.12163048,1.0,0.122392455649848,0
2021-04-28,0.12617059,0.12617059,0.11623315,0.11753486,1.0,0.1261705885220482,0
2021-04-29,0.12856764,0.12856764,0.11488381,0.11815396,1.0,0.1285676392098727,0
2021-04-30,0.11724912,0.13196478,0.11724912,0.12899625,1.0,0.1319647838932797,0
2021-05-03,0.13096469,0.13096469,0.12297981,0.12580547,1.0,0.1309646898976972,0
2021-05-04,0.19046235,0.19046235,0.1393623,0.1403624,1.0,0.1904623453809178,0
2021-05-05,0.13821934,0.14125137,0.13118693,0.13496507,1.0,0.1412513709951164,0
2021-05-06,0.13361573,0.13488569,0.12415453,0.12658333,1.0,0.134885693340695,0
2021-05-07,0.12571023,0.12571023,0.11572516,0.11870957,1.0,0.125710227793923,0
2021-05-10,0.12077326,0.12782154,0.11853495,0.12782154,1.0,0.1278215373401525,0
2021-05-11,0.15620516,0.15620516,0.14318806,0.14496601,1.0,0.1562051574052534,0
2021-05-12,0.14980773,0.17727063,0.14980773,0.17542919,1.0,0.1772706293439497,0
2021-05-13,0.19331976,0.19331976,0.14953786,0.14990298,1.0,0.1933197567968675,0
2021-05-14,0.15453833,0.15453833,0.133203,0.13512381,1.0,0.1545383340792827,0
2021-05-17,0.13015509,0.14723606,0.13015509,0.14072751,1.0,0.1472360604607445,0
2021-05-18,0.16123738,0.16123738,0.13266326,0.13934643,1.0,0.1612373763988983,0
2021-05-19,0.15223653,0.17004773,0.15223653,0.15761799,1.0,0.1700477282647434,0
2021-05-20,0.15660202,0.15660202,0.14206097,0.14380717,1.0,0.1566020201019131,0
2021-05-21,0.15182379,0.15182379,0.13520318,0.13904481,1.0,0.1518237932341305,0
2021-05-24,0.1444104,0.1444104,0.12372591,0.12713893,1.0,0.1444103980605275,0
2021-05-25,0.12848827,0.12848827,0.11239152,0.12642458,1.0,0.1284882666705408,0
2021-05-26,0.13063133,0.13063133,0.11505843,0.11893181,1.0,0.1306313252325031,0
2021-05-27,0.12245595,0.12245595,0.11216927,0.11228039,1.0,0.1224559536813135,0
2021-05-28,0.11120093,0.11120093,0.10334305,0.10839114,1.0,0.1112009276040447,0
2021-06-01,0.12548798,0.12548798,0.09813621,0.11755073,1.0,0.1254879846837935,0
2021-06-02,0.11802697,0.11802697,0.11004209,0.11270901,1.0,0.1180269659865914,0
2021-06-03,0.13244102,0.13244102,0.1137726,0.11586803,1.0,0.1324410191292713,0
2021-06-04,0.15020459,0.15020459,0.10273981,0.10545436,1.0,0.1502045934317589,0
2021-06-07,0.12601184,0.12601184,0.10545436,0.11070882,1.0,0.1260118434433843,0
2021-06-08,0.11345511,0.11482032,0.10447014,0.11124855,1.0,0.1148203153975811,0
2021-06-09,0.10967697,0.11485206,0.1064862,0.11350273,1.0,0.1148520644133139,0
2021-06-10,0.1105977,0.11466157,0.10985159,0.11164541,1.0,0.1146615703189172,0
2021-06-11,0.11483619,0.11483619,0.10308905,0.10396215,1.0,0.1148361899054475,0
2021-06-14,0.10588297,0.10874038,0.10453363,0.10481938,1.0,0.1087403788847547,0
2021-06-15,0.10964523,0.10964523,0.10416852,0.10745454,1.0,0.1096452258331388,0
2021-06-16,0.11182003,0.12043989,0.1062957,0.11482032,1.0,0.1204398911822823,0
2021-06-17,0.11489969,0.12094788,0.10923249,0.11108981,1.0,0.1209478754340067,0
2021-06-18,0.10993097,0.1371875,0.10993097,0.1371875,1.0,0.1371874969813212,0
2021-06-21,0.16711094,0.16711094,0.12356717,0.12399578,1.0,0.1671109443094617,0
2021-06-22,0.12101137,0.12407515,0.11461395,0.1193763,1.0,0.124075153483685,0
2021-06-23,0.11561404,0.12378941,0.11561404,0.12275757,1.0,0.1237894123420901,0
2021-06-24,0.11840795,0.11840795,0.11150254,0.11534417,1.0,0.1184079541753847,0
2021-06-25,0.1152013,0.1152013,0.09653288,0.1087245,1.0,0.1152013035863744,0
2021-06-28,0.11143905,0.11789997,0.11143905,0.11512193,1.0,0.1178999699236603,0
2021-06-29,0.17142881,0.17142881,0.10993097,0.11266138,1.0,0.1714288104491191,0
2021-06-30,0.11307412,0.12569435,0.11307412,0.11734436,1.0,0.1256943532860566,0
2021-07-01,0.11588391,0.11755073,0.11380435,0.11380435,1.0,0.1175507307505998,0
2021-07-02,0.1369335,0.1369335,0.10751804,0.10937536,1.0,0.136933504855459,0
2021-07-06,0.11104218,0.12658333,0.11104218,0.12082088,1.0,0.1265833257265743,0
2021-07-07,0.1234878,0.1234878,0.11710624,0.1200589,1.0,0.1234877966926287,0
2021-07-08,0.11861432,0.13977504,0.11861432,0.13418721,1.0,0.1397750417635423,0
2021-07-09,0.13501269,0.13501269,0.11477269,0.11802697,1.0,0.1350126894036261,0
